anime_id,name,genre,type,rating,members
22445,Hello Kitty no Yappari Mama ga Suki,"Fantasy, Kids",Manga,6.64,96
22485,Hello Kitty no Yuki no Joou,"Fantasy, Kids",Manga,6.18,113
22461,Hello Kitty no Yume Dorobou,"Fantasy, Kids",Manga,6.05,99
22495,Hello Kitty no Yume no Oshiro no Ouji-sama,"Fantasy, Kids",Manga,6.21,90
18033,Hello Kitty no Yuubinya-san Arigatou,"Fantasy, Kids",Manga,6.23,109
25871,Hello Kitty to Issho,"Comedy, Kids, Slice of Life",Manga,6.04,100
30064,Hello Kitty to Miyou: Aesop Monogatari,"Fantasy, Kids",Manga,5.25,65
28353,Henteko na Volunteer,"Drama, Slice of Life",Manga,8.33,44
30512,Hero Company,"Comedy, Seinen",Manga,5.21,519
28563,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,"Drama, Kids",Manga,8.4,49
26111,Hibike! Wadaiko,"Drama, Kids",Manga,6.78,307
26099,Hidamari no Ie,"Drama, Kids",Manga,7,65
8967,Hidari no O&#039;Clock!!,Drama,Manga,6.59,124
24089,High School Jingi,"Action, Comedy, Seinen",Manga,5,84
22327,Himalaya no Hikari no Oukoku,"Adventure, Fantasy",Manga,6.63,71
26217,Himawari no You ni,"Drama, Kids",Manga,7,81
30753,Himitsukessha Taka no Tsume The Manga 4: Kaspersky wo Motsu Otoko,"Comedy, Parody",Manga,6.4,54
17405,Hino Hideshi Toukaidou Yotsuya Kaidan,Horror,Manga,6.17,213
23303,Hiroshima e no Tabi,"Drama, Historical, Slice of Life",Manga,5.75,64
26323,Hitotsu no Hana,"Drama, Historical, Kids",Manga,6.5,49
28263,Honto ni Atta Gakkou Kaidan,"Kids, Mystery, School, Supernatural",Manga,6.14,82
5927,Hoshi Neko Fullhouse,"Comedy, Romance, Sci-Fi",Manga,6.18,178
23909,Hoshi no Yuuenchi,"Adventure, Kids, Sci-Fi",Manga,5.17,73
19073,Hoshigari Hime no Bouken,"Fantasy, Kids",Manga,5.64,60
18747,Hotaru Kagayaku,"Drama, Kids",Manga,5.9,70
30981,Hotaru no Mau Machi de,"Drama, Kids",Manga,6.17,43
19071,"Hyakumannen Attara, Dousuru?",Kids,Manga,5,61
28485,Ichiban Chikaku ni,"Drama, Slice of Life",Manga,6,45
6060,Ichigatsu ni wa Christmas,Romance,Manga,5.93,247
26309,Ichimai no Etegami,"Drama, Kids",Manga,5,56
27853,Ichinen Ikkumi,"Kids, School",Manga,6.33,45
30938,Ijime Juuyon-sai no Message,Drama,Manga,5.5,38
28483,Ijime wa Zettai Warui!,"Drama, School, Slice of Life",Manga,7.67,46
26329,Ijimekko Ookami to Nana-chan,"Drama, Kids",Manga,8,66
28487,Ikite Iru,,Manga,5.75,42
26227,"Ikitemasu, 15-sai.","Drama, Kids",Manga,6.33,53
26299,Inamuranohi,"Drama, Historical, Kids",Manga,8,47
16259,Inferious Wakusei Senshi Gaiden Condition Green,"Action, Sci-Fi",Manga,6.08,116
26241,Inochi Kagayaku Akari,"Drama, Kids",Manga,5.71,48
26297,Inori no Te,"Drama, Historical, Kids",Manga,7,46
24501,Inui-san!,"Comedy, Shoujo",Manga,5.2,106
6384,Ippon Bouchou Mantarou,"Action, Seinen",Manga,6.2,114
19583,Ishii Hisaichi no Dai Seikai,"Comedy, Parody",Manga,5.13,56
28021,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space",Manga,8,62
25473,Ishinomori Shoutarou no Rekishi Adventure,"Historical, Samurai",Manga,5.86,60
32107,Itoshi no Muco Manga,"Comedy, Slice of Life",Manga,5.84,154
23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,"Action, Drama, Seinen",Manga,6.73,100
26119,Iwata Kunchi no Obaachan,"Drama, Historical, Kids",Manga,6.33,52
10247,Jankenman: Kaijuu Dai Kessen,"Comedy, Kids",Manga,6.31,80
29207,Jeremy no Ki,"Drama, Fantasy, Kids",Manga,6.13,45
23869,Ji no Nai Hagaki,Slice of Life,Manga,6,56
30764,Jibun no Mune ni te wo Atete,"Drama, Kids",Manga,4.88,47
30970,Jidou Bungaku Library,"Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",Manga,8.5,49
28489,Jigoku Koushien,"Comedy, Horror, Shounen, Sports",Manga,5.14,69
26331,Jigoku no Soubee,"Comedy, Demons, Drama, Kids",Manga,7.33,53
30761,Jin Ken Mamoru-kun to Ayumi-chan Sekai wo Shiawase ni,"Fantasy, Kids",Manga,4.92,44
10741,Jingi,"Adventure, Drama, Police",Manga,5.86,124
28565,Jishin da!! Mii-chan no Bousai Kunren,"Drama, Kids",Manga,7.5,43
28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,"Drama, Kids",Manga,6.33,48
19063,Judo-bu Monogatari,"School, Sports",Manga,5.88,82
17473,Jungle Wars,"Adventure, Kids",Manga,5.45,70
19627,Junkers Come Here: Memories of You,"Drama, Slice of Life",Manga,5.73,162
11767,Justeen,"Action, Mecha, Sci-Fi",Manga,5.36,508
27845,Juupiki no Kaeru,Kids,Manga,6.25,49
31016,Juuroku Jizou Monogatari: Sensou no Gisei ni Natta Kodomo-tachi,"Drama, Historical, Kids",Manga,6.33,39
18475,Kagayake! Yuujou no V Sign,Sports,Manga,5.67,79
19497,Kagerouka-kun,"Fantasy, Kids",Manga,5.19,84
28111,Kaitou Gary no Nihonjin Kouryakuhou!,Drama,Manga,5.54,62
31015,Kakusensou,"Drama, Historical, Kids",Manga,8.5,34
30743,Kanagatari. Kanabakari.: Kanadian Families,Slice of Life,Manga,6.36,209
26333,Kaneko Misuzu: Yasashisa no Fuukei,"Drama, Kids",Manga,5.25,53
18583,Kangetsu Ittou: Akuryou Kiri,"Action, Martial Arts, Samurai",Manga,5.23,91
27841,Karasu no Panya-san/Dorobou Gakkou,Kids,Manga,5.67,56
28571,Karugamo Oyako no Hi no Youjin,"Drama, Kids",Manga,5.67,38
6366,Karuizawa Syndrome,"Action, Comedy, Drama, Slice of Life",Manga,6.27,145
28361,Kaseifu ga Ita.,"Comedy, Shoujo, Slice of Life",Manga,4.55,93
14039,Katayoku no Khronos Gear,"Action, Sci-Fi",Manga,7.75,542
9832,Katte ni Shirokuma,Comedy,Manga,6.04,120
26229,Kaze no Tabibito,"Drama, Kids",Manga,6.33,47
27837,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Sports,Manga,5.67,100
17339,Kentauros no Densetsu,"Action, Drama",Manga,5.58,84
19515,Kentoushi,"Seinen, Sports",Manga,6.25,88
22573,Kero Kero Keroppi no Aladdin to Mahou no Lamp,"Fantasy, Kids",Manga,5.91,93
22641,Kero Kero Keroppi no Bikkuri! Obakeyashiki,"Kids, Supernatural",Manga,5.54,76
17985,Kero Kero Keroppi no Boku-tachi no Takaramono,"Fantasy, Kids",Manga,6.5,117
18087,Kero Kero Keroppi no Bouken: Pink no Kinoko,"Fantasy, Kids",Manga,6.15,110
17983,Kero Kero Keroppi no Christmas Eve no Okurimono,"Fantasy, Kids",Manga,6.1,113
22625,Kero Kero Keroppi no Dai Bouken,"Adventure, Fantasy, Kids",Manga,6,75
22605,Kero Kero Keroppi no Ganbare! Keroppooz,"Fantasy, Kids, Sports",Manga,6,88
15663,Kero Kero Keroppi no Gulliver no Bouken,"Adventure, Fantasy, Kids",Manga,6.21,134
22615,Kero Kero Keroppi no Kero Kero House no Himitsu,"Fantasy, Kids",Manga,6.84,78
22643,Kero Kero Keroppi no Kyouryuu ga Deta,"Fantasy, Kids",Manga,6.1,61
22653,Kero Kero Keroppi no Mitsubachi Daisoudou,"Fantasy, Kids",Manga,6.17,60
17987,Kero Kero Keroppi no Robin Hood,"Fantasy, Kids",Manga,6.49,116
22647,Kero Kero Keroppi no Sora Tobu Yume no Fune,"Fantasy, Kids",Manga,6.62,67
22645,Kero Kero Keroppi no Sora wo Tobetara,"Adventure, Kids",Manga,6.45,69
22637,Kero Kero Keroppi no Tomodachi ni Narou yo,"Fantasy, Kids",Manga,5.92,70
22639,Kero Kero Keroppi no Tomodachi wa Mahoutsukai,"Kids, Magic",Manga,5.73,71
22619,Kero Kero Keroppi no Tomodachitte Ii na,Kids,Manga,6.31,71
22613,Kero Kero Keroppi no Yowamushi-ouji no Daibouken,"Adventure, Fantasy, Kids",Manga,6.21,88
28965,Kibun wa Uaa Jitsuzai OL Kouza,"Comedy, Seinen",Manga,5.83,51
26139,Kie Saranu Kizuato: Hi no Umi Osaka,"Historical, Kids",Manga,8.67,48
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",Manga,5.92,168
26225,"Kii-chan Watashi, Umarete Kite Yokatta!","Drama, Kids",Manga,7.25,52
29247,Kiki to Lala no Habatake! Pegasus,"Kids, Magic",Manga,5.65,68
17977,Kiki to Lala no Hakuchouza no Ohimesama,Kids,Manga,5,90
17483,Kiki to Lala no Hansel to Gretel,Kids,Manga,4,82
17981,Kiki to Lala no Hoshi no Dance Shoes,"Kids, Music",Manga,4.75,96
29249,Kiki to Lala no Mamatte Suteki!,"Kids, Magic",Manga,5.43,61
17485,Kiki to Lala no Ohimesama ni Naritai,Kids,Manga,5.65,98
17979,Kiki to Lala no Papa to Mama ni Aitai,Kids,Manga,4.88,86
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,"Comedy, Mecha",Manga,5.61,188
21749,Kimama ni Idol,Music,Manga,6.19,115
30976,Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,"Drama, Kids",Manga,7,34
26231,Kiniro no Kujira,"Drama, Kids",Manga,5.67,51
26233,Kitsune no Kan Chigai,"Drama, Kids",Manga,5.67,44
26327,Kitsune to Budou,"Drama, Kids",Manga,5.8,70
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"Fantasy, Kids",Manga,6.2,48
29543,Kitty to Daniel no Suteki na Christmas,Kids,Manga,6.4,49
22499,Kitty to Mimmy no Happy Birthday,"Fantasy, Kids",Manga,6.54,80
25061,Kizu darake no Tenshi-tachi,"Comedy, Ecchi, Parody, Seinen",Manga,5.38,103
31000,Kizuna: Ningen no Uta Part 2,"Drama, Kids",Manga,7,44
30235,Kochira Tamago Outou Negaimasu,"Comedy, School",Manga,4.5,51
26091,Koe wo Kikasete,"Drama, Kids",Manga,8.33,47
26345,Kogitsune no Okurimono,"Drama, Fantasy, Kids",Manga,6.5,52
28569,Kogitsune no Shouboutai,"Drama, Fantasy, Kids",Manga,6.67,38
24489,Koha Ginjiro,"Action, Drama, School, Shounen",Manga,5.6,74
30968,Kokoro no Catchball,"Kids, Sports",Manga,7.33,34
26293,Kokoro no Hanataba,Kids,Manga,7.5,46
26109,Kokoro no Koukyougaku,"Drama, Kids",Manga,6.33,52
26117,Kokoroya,"Kids, Psychological, Sci-Fi",Manga,8,66
16263,Konchuu Tsurezuregusa,"Kids, Slice of Life",Manga,5.8,83
12981,Kono Shihai kara no Sotsugyou: Ozaki Yutaka,"Historical, Slice of Life",Manga,5.63,289
26095,Kono Sora no Shita de,"Drama, Kids",Manga,6.33,54
18081,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,"Fantasy, Kids",Manga,5.65,99
10564,Korogashi Ryouta,"Action, Comedy, Seinen",Manga,5.9,96
24159,Kougyou Aika Volley Boys,"Comedy, School, Seinen, Sports",Manga,5.64,83
28119,Kuma no Minakuro to Kouhei Jiisan,"Drama, Kids",Manga,6.33,53
23699,Kumo ni Noru,"Action, Seinen",Manga,5.18,118
26279,Kumo no Ito (Manga),Fantasy,Manga,6.36,67
31007,Kumori Nochi Hare,"Drama, Kids",Manga,6.33,36
28109,Kuzuryuugawa to Shounen,"Drama, Historical",Manga,7.75,61
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,"Drama, Fantasy, Kids",Manga,6.88,69
17615,Kyoufu Shinbun,"Horror, Shounen",Manga,5.38,163
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,"Fantasy, Kids, Supernatural",Manga,6.5,45
6065,Lemon Angel YJ-ban,"Romance, School",Manga,5.71,217
25029,"Little Polar Bear: Shirokuma-kun, Fune ni Noru","Adventure, Fantasy, Kids",Manga,5.78,109
28097,Little Twins,"Adventure, Kids",Manga,6,62
6577,"Machine Robo: Leina, The Legend of Wolf Blade","Action, Martial Arts, Mecha, Super Power",Manga,6.25,248
28559,Magical Puuta no Hi Asobi wa Abunai yo,"Drama, Kids, Magic",Manga,6.2,41
15407,Magical Suite Prism Nana,Magic,Manga,7.93,6797
5151,Mahjong Hishouden: Naki no Ryuu,"Action, Drama, Game, Seinen",Manga,6.39,344
33358,Mahou no Star Magical Emi: Finale! Finale!,"Comedy, Magic, Shoujo",Manga,6,107
32259,Mahou no Tenshi Creamy Mami: Perfect Memory,"Parody, Shoujo, Slice of Life",Manga,5,95
20499,Maji,"Drama, Shounen",Manga,6.17,109
8889,Majo Demo Steady,"Comedy, Ecchi, Magic, Romance",Manga,5.45,177
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,"Drama, Historical, Kids",Manga,8,37
31008,Makeruna! Senta: Sayonara Ijime Mushi,"Drama, Kids",Manga,6,35
33705,Mameshiba the DVD Green Pea-shiba no Kutsujoku,Comedy,Manga,5.5,111
30930,Mameushi-kun no Koutsuu Anzen,"Drama, Kids",Manga,6,35
24019,Manabu no Natsuyasumi,"Fantasy, Kids",Manga,4.75,93
16994,Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,"Comedy, Ecchi, Seinen",Manga,5.06,80
30139,Manga Doushite Monogatari Manga,"Adventure, Comedy, Kids",Manga,5.44,49
30107,Manga Hajimete Monogatari Manga,"Adventure, Comedy, Historical",Manga,5.8,52
30312,Manga Hajimete Omoshiro Juku Manga,"Adventure, Kids",Manga,6.11,48
30198,Manga Naruhodo Monogatari Manga,"Adventure, Kids",Manga,6.67,50
5987,Marin to Yamato: Fushigi na Nichiyoubi,Kids,Manga,5.69,137
10648,Mars,"Action, Mecha, Sci-Fi, Shounen",Manga,6,183
16590,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",Manga,7,115
26221,Mebae no Ashita,"Drama, Kids",Manga,8.33,45
31009,Mebuki,"Drama, Kids",Manga,7,34
9334,Mecha☆Afro-kun,Comedy,Manga,6.25,183
24259,Mechano: Scientific Attack Force,"Comedy, Dementia, Fantasy, Horror, Music, Parody",Manga,2.55,120
26271,Meiji Ishin wo Tsukuriageta Hitobito,"Drama, Historical, Kids, Samurai",Manga,5,52
33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",Manga,7.25,44
19705,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,"Kids, Mystery",Manga,4.05,67
27559,Mellow,"Comedy, School, Seinen",Manga,6.23,122
30723,Midori no Makibao Compilation Manga,"Comedy, Sports",Manga,5.56,50
5994,Midoriyama Koukou Koushien-hen,"Comedy, School, Sports",Manga,7.26,138
26259,Mienu Me ni Kanjita Kumotoriyama no Asahi,"Drama, Kids",Manga,9,47
26107,Miitsuketa!,"Drama, Kids",Manga,7.67,48
12259,Mikeneko Holmes no Yuurei Joushu,"Comedy, Drama, Mystery",Manga,6.53,105
20453,Mikosuri Han-Gekijou,"Comedy, Parody",Manga,5.43,60
19597,Milk House Dreaming: Ai no Shiki,"Music, Shoujo",Manga,4.81,122
16954,Milky Passion: Dougenzaka - Ai no Shiro,"Josei, Romance",Manga,5.47,196
26319,Mimizuku to Tsuki-sama,"Drama, Kids",Manga,5.8,43
26255,Mina no Bousai Mura Dzukuri,"Drama, Kids",Manga,5,40
26247,Mina no Egao,"Drama, Kids",Manga,6.22,52
26253,Mina no Mura no Gomi Soudou,"Drama, Kids",Manga,5.5,40
26249,Mina no Mura to Kawa,"Drama, Kids",Manga,6,42
26251,Mina no Mura to Mori,"Drama, Kids",Manga,6.2,43
26277,Minamoto no Yoritomo to Bushi no Yononaka,"Drama, Historical, Kids, Samurai",Manga,7.67,49
18275,Mini Yon Soldier Rin!,"Action, Adventure, Mecha, Shounen",Manga,4.8,63
30759,Minna de Tonda,"Drama, Kids",Manga,7.67,38
26325,Minna Ichiban!,"Drama, Kids",Manga,6,41
26337,Minna no Doutoku,"Drama, Fantasy, Historical, Kids, School",Manga,8.67,41
23729,Minna Tomodachi,"Comedy, Fantasy, Kids",Manga,5,41
16021,Miracle Psychicer Seizan,"Action, Adventure, Fantasy",Manga,7.12,97
29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou","Drama, Kids",Manga,8.5,45
31001,Mirai Kara no Message,"Drama, Kids",Manga,7.75,38
25605,Mochi Mochi no Ki (Manga),"Drama, Kids",Manga,6.4,56
11959,Moeru! Oniisan (Manga),Comedy,Manga,5.89,104
30760,Momoiro no Crayon,"Drama, Kids",Manga,5.06,54
28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,"Drama, Fantasy, Historical, Kids",Manga,6,39
18743,Money Wars: Nerawareta Waterfront Keikaku,Seinen,Manga,5.05,130
26281,Mother Teresa,"Drama, Historical, Kids",Manga,7.25,52
26115,Moudouken Quill no Isshou,Drama,Manga,6.2,57
30944,Muku Hatojuu no Meiken Monogatari,"Adventure, Drama, Kids",Manga,7,46
30468,My Melody no Akazukin (Manga),"Fantasy, Kids",Manga,5.71,74
23713,Nagareboshi no Okurimono,"Fantasy, Kids",Manga,6.29,45
26305,Naita Aka Oni (Manga),"Demons, Drama, Kids",Manga,5.75,48
26103,Namae... Sore wa Moeru Inochi,"Drama, Kids",Manga,8.33,50
19817,Namakemono ga Miteta,"Music, Seinen, Slice of Life",Manga,6.42,65
26335,Nanatsu no Hoshi,"Drama, Kids",Manga,7.33,102
19797,Nanbo no Monjai! 2: Yankee Gurentai,"Action, Comedy",Manga,5,56
19783,Nanbo no Monjai! Yankee Gurentai,"Action, Comedy",Manga,6,60
18631,Naniwa Kinyuu Den: Minami no Teiou,"Comedy, Drama, Seinen",Manga,5.18,87
9498,Naniwa Yuukyouden,"Action, Comedy",Manga,6,119
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,"Action, Comedy",Manga,7.29,72
19753,Naniwa Yuukyouden: Kanketsu-hen,"Action, Comedy",Manga,6.88,61
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,"Action, Comedy",Manga,7.14,60
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,"Action, Comedy",Manga,7,88
30975,Nanoha,"Drama, Historical, Kids",Manga,4.5,52
15211,Nazotoki-hime wa Meitantei♥,"Mystery, Shoujo",Manga,5.62,194
25253,Nekketsu Jinmen Inu: Life Is Manga,"Comedy, Mystery, Parody",Manga,5.74,256
5925,Neko Hiki no Ororane,Fantasy,Manga,6.72,163
33826,Neko no Kuni no Kenpou,Historical,Manga,7.33,20
27843,Nemurenu Yoru no Chiisana Ohanashi,Kids,Manga,6.25,53
27849,Nezumi-kun no Chokki,Kids,Manga,7,44
31002,Nibiki no Neko to Genkina Kazoku,"Drama, Kids",Manga,7,38
26257,Nidoto Touranai Tabibito,"Drama, Kids",Manga,6,60
32716,Nihon no Otogibanashi,"Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural",Manga,4.67,36
31004,Niji no Kakehashi,"Drama, Kids",Manga,8.2,40
26215,Niji no Kizuna,"Drama, Kids",Manga,6.67,46
22325,Ningen Kakumei,Slice of Life,Manga,8,86
30999,Ningen no Uta,"Drama, Kids",Manga,4.5,38
28581,Nintama Rantarou no Jishin Youjin Hi no Youjin,"Drama, Kids",Manga,6.29,70
28583,Nintama Rantarou no Shouboutai,"Drama, Kids",Manga,7,74
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,"Drama, Kids",Manga,6.25,55
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,"Drama, Kids",Manga,5.67,51
26265,Nogiku no Haka,"Drama, Kids, Romance",Manga,6.8,58
18575,Noobow: Kieta Medal,"Kids, Slice of Life",Manga,5.8,57
30305,Norakuro Compilation Manga,Comedy,Manga,5.5,56
33174,Nori P-chan,"Kids, Slice of Life",Manga,4.1,35
32904,Norimono Atsumare: Hit Song-shuu,Music,Manga,4.17,51
7836,Notari Matsutarou,Sports,Manga,5.59,270
33176,Nyancos: Hello! Our Brilliant Future,"Sci-Fi, Space",Manga,3.36,60
16970,Nyuuin Bokki Monogatari: Odaijini!,"Comedy, Ecchi, Seinen",Manga,6.53,129
26317,Obake Nagaya,"Comedy, Kids, Supernatural",Manga,8.33,42
14181,Oedo wa Nemurenai!,"Drama, Fantasy, Historical, Shoujo",Manga,6.22,173
31575,Offside,"Action, Drama, Sports",Manga,5.5,83
19921,Ogami Matsugorou,"Action, Martial Arts, Romance, School, Shounen",Manga,6.08,90
30942,Ojarumaru: Chitchai Mono no Ookina Chikara,"Historical, Kids",Manga,5.17,47
31971,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,Slice of Life,Manga,5.5,46
30980,Ojiichan no Hanabi,"Drama, Kids",Manga,8,40
30997,Ojiichan no Tomato,"Drama, Kids",Manga,6.5,37
30943,Ojiichan wa Boku no Hero,"Drama, Kids",Manga,8.4,101
26155,Okaasan no Ki,"Historical, Kids",Manga,5,42
30978,Okaasan no Yasashii te,"Drama, Kids",Manga,8,38
26315,"Okaasan, Nakanaide","Drama, Kids",Manga,8,49
10353,Okama Hakusho,"Comedy, Seinen",Manga,5.67,183
19069,Okane wa Mawaru: Kurashi to Kinyuu,Slice of Life,Manga,5.31,92
22275,OL Kaizou Kouza,"Comedy, Slice of Life",Manga,6.07,107
26197,Omedetou Jesus-sama,"Historical, Kids",Manga,5.67,68
28115,Onigara,"Demons, Kids",Manga,6.4,64
23819,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,"Action, Adventure",Manga,5.25,76
29275,Ooedo Torimonochou: Nezumi Kozou,"Historical, Kids, Mystery",Manga,8,41
28113,Ooi! Adacchii!,"Historical, Kids",Manga,7.5,53
23645,Ookami to Nanahiki no Ko Yagi,"Fantasy, Kids",Manga,6.8,60
9338,Ore no Sora Keiji-hen,"Action, Drama, Police",Manga,6,131
27389,"Ore-tachi, Tomodachi!","Fantasy, Kids",Manga,6.25,53
22567,Osaru no Monkichi no Kin no Ono Gin no Ono,Kids,Manga,5.05,81
32088,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy, Historical",Manga,6.4,191
17903,Otokogi,Seinen,Manga,5.83,88
23515,Otsuki-sama to Oujo,Fantasy,Manga,6.2,68
33175,Oyone to Mattsan: Ai no Uta,"Music, Romance",Manga,5.71,39
30932,Oz no Mahoutsukai no Koutsuu Anzen no Tabi,"Drama, Fantasy, Kids",Manga,8.33,36
26133,Paper Cranes Story: Kenta to Maiko,"Fantasy, Historical, Kids",Manga,8,47
22609,Patty &amp; Jimmy no Kimikoso Superstar,"Kids, Sports",Manga,3.82,72
33913,Peeban,Comedy,Manga,4.75,30
19849,Peeping Life 5.0ch,"Comedy, Slice of Life",Manga,4.75,207
27399,Peeping Life Manga: We Are The Hero,"Comedy, Slice of Life",Manga,5.1,127
32143,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,"Comedy, Slice of Life, Supernatural",Manga,4,93
22631,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,"Comedy, Parody",Manga,4.88,135
17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life",Manga,5.19,211
8324,Pelican Road Club Culture,"Drama, Romance, Shounen",Manga,6.35,161
10466,Phantom Yuusha Densetsu,"Action, Drama, Military, Seinen",Manga,5.44,176
22493,Pochacco no Jack to Mame no Ki,"Fantasy, Kids",Manga,5.96,93
22623,Pochacco no Ninjin Hata wa Oosawagi,"Fantasy, Kids",Manga,6.35,76
22617,Pochacco no Wakuwaku Birthday,"Fantasy, Kids",Manga,6,74
22577,Pom Pom Purin no Kitakaze to Taiyou,"Fantasy, Kids",Manga,5.56,74
22569,Pom Pom Purin no Usagi to Kame,"Fantasy, Kids",Manga,4.31,78
13103,Ponta to Ensoku,"Adventure, Drama",Manga,6.4,185
2093,Pops,"Romance, Shoujo, Slice of Life",Manga,5.9,171
30765,Present,"Drama, Kids",Manga,5.5,45
32148,PS3® no Tsukai Kata: feat.Peeping Life,"Comedy, Slice of Life",Manga,5.08,93
9542,Puttsun Make Love,"Comedy, Ecchi, Romance",Manga,5.94,142
19009,Puyo Puyo: Madou Monogatari,"Comedy, Fantasy",Manga,6.8,151
23889,Pyuu to Fuku! Jaguar: Return of Yaku Ichinenburi,"Comedy, Music, Shounen",Manga,6.8,122
25623,Rouge: Lady&#039;s Comic Video,"Drama, Josei, Romance",Manga,7.33,144
9212,Ruri-iro Princess,"Romance, Shoujo",Manga,5.61,179
23707,Sabaku no Kuni no Oujosama,"Adventure, Fantasy",Manga,6.4,65
17427,Sabaku no Takara no Shiro,Drama,Manga,5,69
23593,Saitama Bousou Saizensen Flag! Shinimonogurui no Seishun!!,"Drama, Slice of Life",Manga,6,62
25915,Sakura Capusule,"Kids, Slice of Life",Manga,6.07,282
9993,Samuraider: Nazo no Tenkousei,"Action, Drama, Samurai",Manga,5.82,212
10077,Sango no Umi to Ouji,Fantasy,Manga,6.16,132
29547,Sanrio Christmas Fantasia,"Fantasy, Kids, Magic",Manga,6.86,55
29545,Santa Claus Tsukamaeta!,"Fantasy, Kids",Manga,5.75,42
22627,Santa-san to Tonakai Kuppi,"Fantasy, Kids",Manga,5.64,71
34191,Santa-san wa Dai Isogashi,"Fantasy, Kids",Manga,9,25
30378,Sanzoku Diary,"Seinen, Slice of Life",Manga,5.38,187
22399,Saru Kani Gassen,Kids,Manga,5.23,62
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,"Comedy, Kids",Manga,5.25,49
28561,Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,"Drama, Kids",Manga,8.25,40
33824,Satoukibibatake,"Drama, Historical",Manga,8.5,21
29733,"Sayonara, Midori ga ike: Tobe! Tako Glider!!","Adventure, Kids",Manga,6.8,54
10045,Seishun Fuufu Monogatari: Koiko no Mainichi,"Comedy, Drama, Ecchi, Romance, Seinen",Manga,6.22,162
7216,Sekai Douwa Anime Zenshuu,"Adventure, Fantasy, Kids",Manga,5.66,161
7398,Sekai Meisaku Douwa,Fantasy,Manga,6.49,207
22523,Sekai no Hikari: Shinran Shounin,Historical,Manga,5.75,53
16788,Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,"Action, Adventure, Mecha",Manga,4.93,113
20797,Sennen no Yakusoku,"Kids, Slice of Life",Manga,4.75,65
2096,Sequence,"Romance, Sci-Fi, Shoujo",Manga,5.64,152
15961,Shakotan★Boogie,"Action, Cars, Comedy, School, Seinen",Manga,7.6,169
9404,Shiawase no Katachi,Comedy,Manga,6.69,85
18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",Manga,6,161
30983,Shibuzome Ikki: Ashita ni Kakeru Niji,"Historical, Kids",Manga,5.67,35
30447,Shika to Kanta,"Adventure, Kids",Manga,7,47
21547,Shin Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",Manga,5,69
25065,Shin Dousei Jidai: Hawaiian Breeze,"Drama, Romance",Manga,6.5,79
17221,Shin Kabukichou Story Hana no Asukagumi!,"Adventure, Drama, Shoujo",Manga,6,122
10304,Shin Karate Jigoku-hen,"Action, Martial Arts",Manga,5.87,137
9749,Shin Otokogi,Seinen,Manga,7.08,85
16510,Shin Shounan Bakusouzoku Arakure Knight,Adventure,Manga,6.06,122
